,Unnamed: 0,ID,Filename,Name,Type,Pic,Date,H_G_D,Video,Channel Depth,Wind,AIS LINK,Distance,Atmospheric & Oceanographic Data,Duration,Notes
46,16,20,20__18_07_13_AutopridePrepManiobra.wav,Autopride(preparing maneuver),RORO,https://atlanttic.uvigo.es/underwaternoise/fotos/autopride.jpg,7/18/2013 18:20,"(1,2)(2,32)(2.5,3.5)",SI,7.5,2,http://www.marinetraffic.com/ais/en/shipdetails.aspx?mmsi=255801560&header=true,<50,"Mean air temperature (ºC) 23,4
Maximum air temperature (ºC) 31
Minimum air temperature (ºC) 17,4
Mean relative humidity (%) 68
Maximum relative humidity (%) 100
Minimum relative humidity (%) 44
Dew temperature (ºC) 16,5
Cold hours (7 ºC base) (h) 0
Wind speed (km/h) 11,81
Streak (km/h) 36,94
Streak direction (Degrees) 2
Main wind direction(Degrees) 45
Rain (L/m2) 0",0:30,"Recorded at Bouzas cove, at the end of the walk zone, in a place with rocks. Clear video, no apparent interferences. Considerable rock noise. Ship prepares maneover for docking. H2 saturated!"
44,15,19,19__18_07_13_AutoprideMarchaAtras.wav,Autopride(reverse),RORO,https://atlanttic.uvigo.es/underwaternoise/fotos/autopride.jpg,7/18/2013 18:20,"(1,2)(2,32)(2.5,3.5)",SI,7.5,2,http://www.marinetraffic.com/ais/en/shipdetails.aspx?mmsi=255801560&header=true,<50,"Mean air temperature (ºC) 23,4
Maximum air temperature (ºC) 31
Minimum air temperature (ºC) 17,4
Mean relative humidity (%) 68
Maximum relative humidity (%) 100
Minimum relative humidity (%) 44
Dew temperature (ºC) 16,5
Cold hours (7 ºC base) (h) 0
Wind speed (km/h) 11,81
Streak (km/h) 36,94
Streak direction (Degrees) 2
Main wind direction(Degrees) 45
Rain (L/m2) 0",6:14,"Recorded at Bouzas cove, at the end of the walk zone, in a place with rocks. Clear video, no apparent interferences. Considerable rock noise. Ship in reverse. H2 saturated!"
47,73,78,78__23_07_13_H3_vikingChance.wav,Viking Chance,RORO,https://atlanttic.uvigo.es/underwaternoise/fotos/vikingChance.jpg,7/23/2013 18:42,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,14,18,http://www.marinetraffic.com/ais/shipdetails.aspx?mmsi=636011177,50-100,"Mean air temperature (ºC) 20
Maximum air temperature (ºC) 22,7
Minimum air temperature (ºC) 17
Mean relative humidity (%) 81
Maximum relative humidity (%) 93
Minimum relative humidity (%) 65
Dew temperature (ºC) 16,5
Cold hours (7 ºC base) (h) 0
Wind speed (km/h) 13,28
Streak (km/h) 43,34
Streak direction (Degrees) 4
Main wind direction(Degrees) 225
Rain (L/m2) 0",3:08,"Vigo sea loch - Zone 3 - in front of Alcabre beach. Recording with better gain without clipping is presented. Other signals available. Signal in H3, big RORO passing followed by the pilot ship."
48,26,28,28__19_07_13_NuevoRiaAldan.wav,Nuevo ria Aldan,Trawler,https://atlanttic.uvigo.es/underwaternoise/fotos/nuevoRiaAldan.jpg,7/19/2013 9:22,"(1,2)(2,32)(2.5,3.5)",SI,5.8,0,http://www.marinetraffic.com/ais/en/shipdetails.aspx?MMSI=224020320,<50,"Mean air temperature (ºC) 23,4
Maximum air temperature (ºC) 31
Minimum air temperature (ºC) 17,4
Mean relative humidity (%) 68
Maximum relative humidity (%) 100
Minimum relative humidity (%) 44
Dew temperature (ºC) 16,5
Cold hours (7 ºC base) (h) 0
Wind speed (km/h) 11,81
Streak (km/h) 36,94
Streak direction (Degrees) 2
Main wind direction(Degrees) 45
Rain (L/m2) 0",2:43,"Small background noise from ship ""Rio Caxil"", there's also some harbor noise, H2 saturated, only H1 was considerate. ""Nuevo ria Aldan"" leaves the dock, good signal."
49,29,30,30__19_07_13_practico2.wav,Pilot ship,Pilot ship,https://atlanttic.uvigo.es/underwaternoise/fotos/19_07_13_practico.png,7/19/2013 9:40,"(1,2)(2,32)(2.5,3.5)",SI,5.8,0, ,<50,"Mean air temperature (ºC) 23,4
Maximum air temperature (ºC) 31
Minimum air temperature (ºC) 17,4
Mean relative humidity (%) 68
Maximum relative humidity (%) 100
Minimum relative humidity (%) 44
Dew temperature (ºC) 16,5
Cold hours (7 ºC base) (h) 0
Wind speed (km/h) 11,81
Streak (km/h) 36,94
Streak direction (Degrees) 2
Main wind direction(Degrees) 45
Rain (L/m2) 0",0:44,"Small background noise from ship ""Rio Caxil"", there's also some harbor noise, H2 saturated, only H1 was considerate. Pilot ship passes. Medium-good signal."
52,42,56,56__23_07_13_H3_velero1.wav,Sailboat,Sailboat,https://atlanttic.uvigo.es/underwaternoise/fotos/23_07_13_velero1.png,7/23/2013 12:20,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,15,10.5, ,<50,"Mean air temperature (ºC) 20
Maximum air temperature (ºC) 22,7
Minimum air temperature (ºC) 17
Mean relative humidity (%) 81
Maximum relative humidity (%) 93
Minimum relative humidity (%) 65
Dew temperature (ºC) 16,5
Cold hours (7 ºC base) (h) 0
Wind speed (km/h) 13,28
Streak (km/h) 43,34
Streak direction (Degrees) 4
Main wind direction(Degrees) 225
Rain (L/m2) 0",0:49,"Zone 1 - in front of Moaña. Recording with better gain without clipping is presented. Other signals available. H3 signal, sailboat passing (without engine) really close. Considerable background noise."
51,34,37,37__19_07_13_Velero_Sale.wav,Sailboat (starts and leaves),Sailboat,https://atlanttic.uvigo.es/underwaternoise/fotos/19_07_13_velero.png,7/19/2013 12:17,"(1,2)(2,32)(2.5,3.5)",SI,5.8,13, ,<50,"Mean air temperature (ºC) 23,4
Maximum air temperature (ºC) 31
Minimum air temperature (ºC) 17,4
Mean relative humidity (%) 68
Maximum relative humidity (%) 100
Minimum relative humidity (%) 44
Dew temperature (ºC) 16,5
Cold hours (7 ºC base) (h) 0
Wind speed (km/h) 11,81
Streak (km/h) 36,94
Streak direction (Degrees) 2
Main wind direction(Degrees) 45
Rain (L/m2) 0",0:43,Considerable harbour noise. H2 not available Good signal. Starts engine and leaves port.
53,40,46,46__23_07_13_H3_bateero1.wav,Mussel boat1,Mussel boat,https://atlanttic.uvigo.es/underwaternoise/fotos/23_07_13_bateero1.png,7/23/2013 12:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,15,10.5, ,50-100,"Mean air temperature (ºC) 20
Maximum air temperature (ºC) 22,7
Minimum air temperature (ºC) 17
Mean relative humidity (%) 81
Maximum relative humidity (%) 93
Minimum relative humidity (%) 65
Dew temperature (ºC) 16,5
Cold hours (7 ºC base) (h) 0
Wind speed (km/h) 13,28
Streak (km/h) 43,34
Streak direction (Degrees) 4
Main wind direction(Degrees) 225
Rain (L/m2) 0",0:11,"Zone 1 - in front of Moaña. Recording with better gain without clipping is presented. Other signals available. H3 signal, far take."
56,50,49,49__23_07_13_H1_bateero4.wav,Mussel boat4,Mussel boat,https://atlanttic.uvigo.es/underwaternoise/fotos/23_07_13_bateero4.png,7/23/2013 13:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,15,10.5, ,<50,"Mean air temperature (ºC) 20
Maximum air temperature (ºC) 22,7
Minimum air temperature (ºC) 17
Mean relative humidity (%) 81
Maximum relative humidity (%) 93
Minimum relative humidity (%) 65
Dew temperature (ºC) 16,5
Cold hours (7 ºC base) (h) 0
Wind speed (km/h) 13,28
Streak (km/h) 43,34
Streak direction (Degrees) 4
Main wind direction(Degrees) 225
Rain (L/m2) 0",2:47,"Zone 1 - in front of Moaña. Recording with better gain without clipping is presented. Other signals available. H1 signal, close take without interference."
55,56,66,66__23_07_13_H3_Pesquerito2_Velero.wav,Fishboat,Mussel boat,https://atlanttic.uvigo.es/underwaternoise/fotos/23_07_13_pesquerito2.png,7/23/2013 14:27,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,12,10.5, ,<50,"Mean air temperature (ºC) 20
Maximum air temperature (ºC) 22,7
Minimum air temperature (ºC) 17
Mean relative humidity (%) 81
Maximum relative humidity (%) 93
Minimum relative humidity (%) 65
Dew temperature (ºC) 16,5
Cold hours (7 ºC base) (h) 0
Wind speed (km/h) 13,28
Streak (km/h) 43,34
Streak direction (Degrees) 4
Main wind direction(Degrees) 225
Rain (L/m2) 0",2:35,"Zone 2 - in front of Cangas. Choppy sea. Recording with better gain without clipping is presented. Other signals available. Signal in H3, mussel boat passing with a sailbot (sailing with engine) interfering at the middle of the recording."
57,68,76,76__23_07_13_H3_pesquero2.wav,Fishboat 2,Fishboat,https://atlanttic.uvigo.es/underwaternoise/fotos/sinFoto.jpg,7/23/2013 17:05,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",NO,14,18, ,<50,"Mean air temperature (ºC) 20
Maximum air temperature (ºC) 22,7
Minimum air temperature (ºC) 17
Mean relative humidity (%) 81
Maximum relative humidity (%) 93
Minimum relative humidity (%) 65
Dew temperature (ºC) 16,5
Cold hours (7 ºC base) (h) 0
Wind speed (km/h) 13,28
Streak (km/h) 43,34
Streak direction (Degrees) 4
Main wind direction(Degrees) 225
Rain (L/m2) 0",2:57,"Vigo sea loch - Zone 3 - in front of Alcabre beach. Recording with better gain without clipping is presented. Other signals available. Signal in H3, fishboat passing."
59,70,74,74__23_07_13_H3_pesqSaladinoPrimero.wav,Saladino Primero,Fishboat,https://atlanttic.uvigo.es/underwaternoise/fotos/sinFoto.jpg,7/23/2013 17:46,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",NO,14,18, ,<50,"Mean air temperature (ºC) 20
Maximum air temperature (ºC) 22,7
Minimum air temperature (ºC) 17
Mean relative humidity (%) 81
Maximum relative humidity (%) 93
Minimum relative humidity (%) 65
Dew temperature (ºC) 16,5
Cold hours (7 ºC base) (h) 0
Wind speed (km/h) 13,28
Streak (km/h) 43,34
Streak direction (Degrees) 4
Main wind direction(Degrees) 225
Rain (L/m2) 0",2:25,"Vigo sea loch - Zone 3 - in front of Alcabre beach. Recording with better gain without clipping is presented. Other signals available. Signal in H3, fishboat Saladino Primero passing."
68,74,85,85__E__1L.wav,Natural ambient noise sample 1,Natural ambient noise,https://atlanttic.uvigo.es/underwaternoise/fotos/cortegada.jpg,9/25/2013 0:00,(1)(1)(4.5),Not available,7.5,Not available,https://atlanttic.uvigo.es/underwaternoise/Not%20available,<50,Not available,1:25,Natural ambient noise measurement in Cortegada platform. Random sample measurement.
67,81,92,92__E__8H_N.wav,Natural ambient noise sample 8,Natural ambient noise,https://atlanttic.uvigo.es/underwaternoise/fotos/cortegada.jpg,9/25/2013 0:00,(1)(64)(4.5),Not available,7.5,Not available,https://atlanttic.uvigo.es/underwaternoise/Not%20available,<50,Not available,1:07,Natural ambient noise measurement in Cortegada platform. Random sample measurement.
66,85,84,84__27_09_13_H3_viento.wav,Maximum wind,Natural ambient noise,https://atlanttic.uvigo.es/underwaternoise/fotos/cortegada.jpg,9/27/2013 5:06,(1)(64)(4.5),No,7.5,12.21, ,<50m,"Flow - 12 cm/s
Rain 0.1 L/m2
Wave 1.5m
Wind 12.21m/s",2:00,"Natural ambient noise measurement in Cortegada platform.
Maximum wind result measured during this campaign."
65,75,86,86__E__2M.wav,Natural ambient noise sample 2,Natural ambient noise,https://atlanttic.uvigo.es/underwaternoise/fotos/cortegada.jpg,9/25/2013 0:00,(1)(32)(4.5),Not available,7.5,Not available,https://atlanttic.uvigo.es/underwaternoise/Not%20available,<50,Not available,1:39,Natural ambient noise measurement in Cortegada platform. Random sample measurement.
61,83,83,83__27_09_13_H3_oleaje.wav,Maximum wave,Natural ambient noise,https://atlanttic.uvigo.es/underwaternoise/fotos/cortegada.jpg,9/27/2013 1:06,(1)(64)(4.5),No,7.5,1.93, ,<50m,"Flow - 6.4 cm/s
Rain 0 L/m2
Wave 2m
Wind 1.93m/s",2:00,"Natural ambient noise measurement in Cortegada platform.
Maximum wave result measured during this campaign."
60,79,90,90__E__6H.wav,Natural ambient noise sample 6,Natural ambient noise,https://atlanttic.uvigo.es/underwaternoise/fotos/cortegada.jpg,9/25/2013 0:00,(1)(64)(4.5),Not available,7.5,Not available,https://atlanttic.uvigo.es/underwaternoise/Not%20available,<50,Not available,1:31,Natural ambient noise measurement in Cortegada platform. Random sample measurement.
63,76,87,87__E__3H.wav,Natural ambient noise sample 3,Natural ambient noise,https://atlanttic.uvigo.es/underwaternoise/fotos/cortegada.jpg,9/25/2013 0:00,(1)(64)(4.5),Not available,7.5,Not available,https://atlanttic.uvigo.es/underwaternoise/Not%20available,<50,Not available,1:38,Natural ambient noise measurement in Cortegada platform. Random sample measurement.
